Isolate ID,Name,Accession,Originating Lab,Submitting Lab
EPI_ISL_145742,A/swine/Iowa/A01244805/2013,EPI467600,,
EPI_ISL_129357,A/swine/Ohio/12TOSU464/2012,EPI395858,,
EPI_ISL_129356,A/swine/Ohio/12TOSU467/2012,EPI395850,,
EPI_ISL_309578,A/laughing_gull/New_Jersey/UGAI17-2964/2017,EPI1228283,,
EPI_ISL_129359,A/swine/Ohio/12TOSU447/2012,EPI395874,,
EPI_ISL_4061554,A/Blue-Winged_Teal/Alberta/1/2020,EPI1896256,,
EPI_ISL_145741,A/swine/Iowa/A01432867/2013,EPI467597,,
EPI_ISL_129358,A/swine/Ohio/12TOSU450/2012,EPI395866,,
EPI_ISL_18921584,A/swine/Spain/41410-1/2021,EPI3058504,Instituto_Nacional_de_Investigacion_y_Tecnologia_Agraria-CSIC,
EPI_ISL_16840784,A/swine/Illinois/A02751241/2022,EPI2376766,,
EPI_ISL_129361,A/swine/Ohio/12TOSU420/2012,EPI395891,,
EPI_ISL_16840785,A/swine/Iowa/A02751239/2022,EPI2376768,,
EPI_ISL_129360,A/swine/Ohio/12TOSU307/2012,EPI395883,,
EPI_ISL_16840786,A/swine/Kansas/A02751267/2022,EPI2376770,,
EPI_ISL_309590,A/ruddy_turnstone/New_Jersey/UGAI17-2729/2017,EPI1228337,,
EPI_ISL_16840787,A/swine/Nebraska/A02751253/2022,EPI2376772,,
EPI_ISL_19134576,A/swine/Minnesota/A02978859/2024,EPI3280242,United_States_Department_of_Agriculture,
EPI_ISL_129365,A/swine/Ohio/12TOSU268/2012,EPI395919,,
EPI_ISL_16840790,A/swine/Illinois/A02751264/2022,EPI2376778,,
EPI_ISL_19134581,A/swine/Minnesota/A02978849/2024,EPI3280252,United_States_Department_of_Agriculture,
EPI_ISL_18921590,A/swine/Iowa/ISU-A02862211/2024,EPI3058538,Iowa_State_University,
EPI_ISL_309586,A/ruddy_turnstone/New_Jersey/UGAI17-2624/2017,EPI1228333,,
EPI_ISL_129367,A/swine/Indiana/A00968370/2012,EPI395932,,
EPI_ISL_16840791,A/swine/Iowa/A02751247/2022,EPI2376780,,
EPI_ISL_309587,A/ruddy_turnstone/New_Jersey/UGAI17-2640/2017,EPI1228334,,
EPI_ISL_145749,A/Anas_discors/New_Mexico/A00704709/2008,EPI467623,,
EPI_ISL_129366,A/swine/Ohio/12TOSU293/2012,EPI395927,,
EPI_ISL_129369,A/swine/Indiana/A00968376/2012,EPI395948,,
EPI_ISL_129368,A/swine/Indiana/A00968373/2012,EPI395940,,
EPI_ISL_145752,A/swine/Iowa/A01432886/2013,EPI467628,,
EPI_ISL_19134584,A/swine/Minnesota/A02978822/2024,EPI3280258,United_States_Department_of_Agriculture,
EPI_ISL_129370,A/swine/Indiana/A00968379/2012,EPI395956,,
EPI_ISL_309592,A/ruddy_turnstone/New_Jersey/UGAI17-2766/2017,EPI1228408,,
EPI_ISL_309593,A/ruddy_turnstone/New_Jersey/UGAI17-2769/2017,EPI1228340,,
EPI_ISL_129372,A/equine/Mongolia/20/2011,EPI395971,,
EPI_ISL_19134589,A/swine/Iowa/A02978754/2024,EPI3280268,United_States_Department_of_Agriculture,
EPI_ISL_129377,A/swine/Illinois/A01203672/2012,EPI395980,,
EPI_ISL_309612,A/ruddy_turnstone/New_Jersey/UGAI17-2771/2017,EPI1228439,,
EPI_ISL_309613,A/ruddy_turnstone/New_Jersey/UGAI17-2773/2017,EPI1228460,,
EPI_ISL_309615,A/ruddy_turnstone/New_Jersey/UGAI17-2777/2017,EPI1228474,,
EPI_ISL_14699,A/equine/Uruguay/1/1963,EPI129720,,
EPI_ISL_14704,A/equine/Tennessee/5/1985,EPI129736,,
EPI_ISL_14705,A/equine/Kentucky/2/1986,EPI129738,,
EPI_ISL_309622,A/ruddy_turnstone/New_Jersey/UGAI17-2786/2017,EPI1228505,,
EPI_ISL_14706,A/equine/Kentucky/1/1987,EPI129740,,
EPI_ISL_309623,A/ruddy_turnstone/New_Jersey/UGAI17-2787/2017,EPI1228506,,
EPI_ISL_309616,A/ruddy_turnstone/New_Jersey/UGAI17-2778/2017,EPI1228481,,
EPI_ISL_16840821,A/swine/Iowa/A02751311/2022,EPI2376852,,
EPI_ISL_309618,A/ruddy_turnstone/New_Jersey/UGAI17-2784/2017,EPI1228495,,
EPI_ISL_16840823,A/swine/Ohio/A02751295/2022,EPI2376856,,
EPI_ISL_309629,A/ruddy_turnstone/New_Jersey/UGAI17-2928/2017,EPI1228513,,
EPI_ISL_309631,A/ruddy_turnstone/New_Jersey/UGAI17-2936/2017,EPI1228514,,
EPI_ISL_309624,A/ruddy_turnstone/New_Jersey/UGAI17-2892/2017,EPI1228507,,
EPI_ISL_309625,A/ruddy_turnstone/New_Jersey/UGAI17-2901/2017,EPI1228508,,
EPI_ISL_16840830,A/swine/Minnesota/A02751275/2022,EPI2376870,,
EPI_ISL_309626,A/ruddy_turnstone/New_Jersey/UGAI17-2902/2017,EPI1228547,,
EPI_ISL_16840831,A/swine/Illinois/A02751320/2022,EPI2376872,,
EPI_ISL_309627,A/ruddy_turnstone/New_Jersey/UGAI17-2912/2017,EPI1228554,,
EPI_ISL_16840833,A/swine/North_Carolina/A02751294/2022,EPI2376876,,
EPI_ISL_16840834,A/swine/Illinois/A02751274/2022,EPI2376878,,
EPI_ISL_145798,A/swine/Indiana/A01260321/2013,EPI467722,,
EPI_ISL_309633,A/ruddy_turnstone/New_Jersey/UGAI17-2983/2017,EPI1228591,,
EPI_ISL_145799,A/swine/Ohio/A01351683/2013,EPI467725,,
EPI_ISL_16840841,A/swine/Iowa/A02751293/2022,EPI2376892,,
EPI_ISL_145800,A/swine/Ohio/A01351710/2013,EPI467728,,
EPI_ISL_16840843,A/swine/Pennsylvania/A02751296/2022,EPI2376896,,
EPI_ISL_16840844,A/swine/Iowa/A02751309/2022,EPI2376898,,
EPI_ISL_162190,A/canine/Guangxi/L2/2013,EPI530766,,
EPI_ISL_16840847,A/swine/Ohio/A02751314/2022,EPI2376904,,
EPI_ISL_162189,A/canine/Guangxi/L1/2013,EPI530762,,
EPI_ISL_16840848,A/swine/Iowa/A02751305/2022,EPI2376906,,
EPI_ISL_18921653,A/swine/Iowa/ISU-A02862209/2024,EPI3058664,Iowa_State_University,
EPI_ISL_6781438,A/duck/China/Influenza_A_virus/2019,EPI1930856,,
EPI_ISL_19134598,A/swine/North_Carolina/A02978753/2024,EPI3280313,United_States_Department_of_Agriculture,
EPI_ISL_19134597,A/swine/Minnesota/A02978864/2024,EPI3280311,United_States_Department_of_Agriculture,
EPI_ISL_19134602,A/swine/Wisconsin/A02978860/2024,EPI3280333,United_States_Department_of_Agriculture,
EPI_ISL_19134601,A/swine/Wisconsin/A02978861/2024,EPI3280331,United_States_Department_of_Agriculture,
EPI_ISL_19134607,A/swine/North_Carolina/A02978850/2024,EPI3280343,United_States_Department_of_Agriculture,
EPI_ISL_19134606,A/swine/North_Carolina/A02978856/2024,EPI3280341,United_States_Department_of_Agriculture,
EPI_ISL_19134604,A/swine/North_Carolina/A02978858/2024,EPI3280337,United_States_Department_of_Agriculture,
EPI_ISL_260533,A/swine/South_Dakota/A01678486/2017,EPI985028,,
EPI_ISL_129463,A/swine/England/163266/1987,EPI396520,,
EPI_ISL_19134616,A/chicken/Henan_Shangqiu/SQ2049/2023,EPI3280401,"Henan_Agricultural_University,_College_of_Veterinary_Medicine",
EPI_ISL_129470,A/swine/England/203759/1992,EPI396574,,
EPI_ISL_6781348,A/swine/Spain/44579-1/2020,EPI1930744,,
EPI_ISL_162241,A/blue-winged_teal/Ohio/13OS1410/2013,EPI645346,,
EPI_ISL_129476,A/swine/England/285393/1993,EPI396619,,
EPI_ISL_129481,A/swine/England/375017/1993,EPI396659,,
EPI_ISL_19445985,A/mouse/Ohio/H3N2_KOP10-1/2023,EPI3576645,"Ohio_State_University,_Microbial_Infection_and_Immunity",
EPI_ISL_19445986,A/mouse/Ohio/H3N2_KOP10-2/2023,EPI3576653,"Ohio_State_University,_Microbial_Infection_and_Immunity",
EPI_ISL_19445987,A/mouse/Ohio/H3N2_Parent/2023,EPI3576661,"Ohio_State_University,_Microbial_Infection_and_Immunity",
EPI_ISL_162255,A/blue-winged_teal/Wisconsin/13OS3463/2013,EPI645395,,
EPI_ISL_129486,A/swine/England/425069/1994,EPI396699,,
EPI_ISL_14809,A/duck/Alberta/78/1976,EPI130341,,
EPI_ISL_14810,A/equine/France/1/1976,EPI130345,,
EPI_ISL_14811,A/swine/Ukkel/1/1984,EPI130349,,
EPI_ISL_14812,A/mallard/New_York/6874/1978,EPI130351,,
EPI_ISL_129500,A/swine/England/704563/1995,EPI396806,,
EPI_ISL_162268,A/blue-winged_teal/Iowa/13OS2340/2013,EPI645472,,
EPI_ISL_129504,A/swine/England/87842/1990,EPI396839,,
EPI_ISL_129506,A/swine/England/90591/1997,EPI396854,,
EPI_ISL_19445966,A/mouse/Ohio/H3N2_KOP5-2/2023,EPI3576501,"Ohio_State_University,_Microbial_Infection_and_Immunity",
EPI_ISL_19445967,A/mouse/Ohio/H3N2_Stat1-KO10/2023,EPI3576509,"Ohio_State_University,_Microbial_Infection_and_Immunity",
EPI_ISL_145907,A/swine/Nebraska/A01397576/2013,EPI467888,,
EPI_ISL_129520,A/swine/Gent/96/2007,EPI396950,,
EPI_ISL_129523,A/swine/Italy/15360-3/2001,EPI396974,,
EPI_ISL_6781332,A/swine/Spain/46314-1/2020,EPI1930666,,
EPI_ISL_19445981,A/mouse/Ohio/H3N2_KOP5-1/2023,EPI3576613,"Ohio_State_University,_Microbial_Infection_and_Immunity",
EPI_ISL_129527,A/swine/Italy/272121-1/2002,EPI397003,,
EPI_ISL_145909,A/swine/Iowa/A01398028/2013,EPI467894,,
EPI_ISL_19445968,A/mouse/Ohio/H3N2_Stat1-KO5/2023,EPI3576517,"Ohio_State_University,_Microbial_Infection_and_Immunity",
EPI_ISL_96761,A/swine/Quebec/1267566/2011,EPI336792,,
EPI_ISL_19445969,A/mouse/Ohio/H3N2_Stat1-WT10/2023,EPI3576525,"Ohio_State_University,_Microbial_Infection_and_Immunity",
EPI_ISL_19445970,A/mouse/Ohio/H3N2_Stat1-WT5/2023,EPI3576533,"Ohio_State_University,_Microbial_Infection_and_Immunity",
EPI_ISL_19445971,A/mouse/Ohio/H3N2_WTP10-1/2023,EPI3576541,"Ohio_State_University,_Microbial_Infection_and_Immunity",
EPI_ISL_96762,A/swine/Quebec/1257777/2010,EPI336800,,
EPI_ISL_19445972,A/mouse/Ohio/H3N2_WTP10-2/2023,EPI3576549,"Ohio_State_University,_Microbial_Infection_and_Immunity",
EPI_ISL_129533,A/swine/Spain/82108/2007,EPI397047,,
EPI_ISL_19445973,A/mouse/Ohio/H3N2_WTP5-1/2023,EPI3576557,"Ohio_State_University,_Microbial_Infection_and_Immunity",
EPI_ISL_162303,A/swine/Iowa/A01410600/2014,EPI530996,,
EPI_ISL_96764,A/swine/Quebec/1262080/2010,EPI336816,,
EPI_ISL_19445974,A/mouse/Ohio/H3N2_WTP5-2/2023,EPI3576565,"Ohio_State_University,_Microbial_Infection_and_Immunity",
EPI_ISL_14847,A/swine/Ange-Gardien/150/1990,EPI130563,,
EPI_ISL_211459,A/duck/Anhui/A1651/2014,EPI708145,,
EPI_ISL_162314,A/swine/Illinois/A01475266/2014,EPI531029,,
EPI_ISL_162315,A/swine/North_Carolina/A01410622/2014,EPI531032,,
EPI_ISL_162313,A/swine/Illinois/A01475273/2014,EPI531026,,
EPI_ISL_162319,A/swine/North_Carolina/A01475277/2014,EPI531044,,
EPI_ISL_145935,A/swine/Ohio/A01351573/2013,EPI467958,,
EPI_ISL_162316,A/swine/Illinois/A01475279/2014,EPI531035,,
EPI_ISL_162320,A/swine/North_Carolina/A01410511/2014,EPI531047,,
EPI_ISL_145936,A/swine/Minnesota/A01351603/2013,EPI467961,,
EPI_ISL_162324,A/swine/North_Carolina/A01410593/2014,EPI531059,,
EPI_ISL_64023,A/American_black_duck/Quebec/11235/2006,EPI224531,,
EPI_ISL_64024,A/Anas_plathyrhynchos/Spain/0454/2006,EPI224539,,
EPI_ISL_162333,A/swine/Missouri/A01493970/2014,EPI531088,,
EPI_ISL_277028,A/chicken/Wuxi/4859/2015,EPI1055297,Beijing_Institute_of_Microbiology_and_Epidemiology,Beijing_Institute_of_Microbiology_and_Epidemiology
EPI_ISL_277029,A/duck/Wuxi/7275/2016,EPI1055305,Beijing_Institute_of_Microbiology_and_Epidemiology,Beijing_Institute_of_Microbiology_and_Epidemiology
EPI_ISL_277030,A/goose/Wuxi/7276/2016,EPI1055313,Beijing_Institute_of_Microbiology_and_Epidemiology,Beijing_Institute_of_Microbiology_and_Epidemiology
EPI_ISL_162336,A/swine/Minnesota/A01493481/2014,EPI531097,,
EPI_ISL_162337,A/swine/South_Dakota/A01480804/2014,EPI531100,,
EPI_ISL_129582,A/swine/Wisconsin/H02AS8/2002,EPI397252,,
EPI_ISL_129593,A/canine/Zhejiang/1/2010,EPI397289,,
EPI_ISL_211518,A/duck/Anhui/A1466/2014,EPI708138,,
EPI_ISL_211516,A/chicken/Guangdong/G1863/2014,EPI708136,,
EPI_ISL_211523,A/duck/Anhui/A1650/2014,EPI708144,,
EPI_ISL_211522,A/duck/Anhui/A1611/2014,EPI708142,,
EPI_ISL_129600,A/swine/Minnesota/16/2012,EPI397299,,
EPI_ISL_6781477,A/swine/North_Carolina/A02636058/2021,EPI1930909,,
EPI_ISL_211527,A/duck/Anhui/A1818/2014,EPI708149,,
EPI_ISL_211526,A/duck/Anhui/A1804/2014,EPI708148,,
EPI_ISL_6781473,A/swine/Missouri/A02636044/2021,EPI1930901,,
EPI_ISL_211525,A/duck/Anhui/A1787/2014,EPI708147,,
EPI_ISL_129607,A/swine/Minnesota/17/2012,EPI397331,,
EPI_ISL_6781485,A/swine/Indiana/A02636041/2021,EPI1930925,,
EPI_ISL_211528,A/duck/Anhui/A1831/2014,EPI708150,,
EPI_ISL_6781483,A/swine/Indiana/A02636047/2021,EPI1930921,,
EPI_ISL_309832,A/Duck/Netherlands/06027358/2006,EPI1230087,Wageningen_Bioveterinary_Research,Wageningen_Bioveterinary_Research
EPI_ISL_4061805,A/equine/Pulawy/P5ECE/2018,EPI1896491,,
EPI_ISL_4061806,A/equine/Pulawy/P2ECE/2005,EPI1896498,,
EPI_ISL_6781488,A/swine/North_Carolina/A02636057/2021,EPI1930931,,
EPI_ISL_6781447,A/swine/South_Dakota/A02636046/2021,EPI1930875,,
EPI_ISL_146016,A/swine/Indiana/13TOSU482/2013,EPI468198,,
EPI_ISL_146017,A/swine/Indiana/13TOSU490/2013,EPI468206,,
EPI_ISL_14875271,A/swine/Illinois/A02750636/2021,EPI2162166,,
EPI_ISL_195182,A/swine/Belgium/Gent-131/2000,EPI640942,,
EPI_ISL_4061776,A/equine/Ohio/OH21-6023/2021,EPI1896461,,
EPI_ISL_6781463,A/swine/Iowa/A02636023/2021,EPI1930881,,
EPI_ISL_195186,A/swine/Germany/Borken-IDT11902/2010,EPI640949,,
EPI_ISL_6781462,A/swine/Missouri/A02636066/2021,EPI1930879,,
EPI_ISL_19266388,A/swine/Ohio/A02685216/2023,EPI3438836,"United_States_Department_of_Agriculture,_Swine_Surveillance",
EPI_ISL_195187,A/swine/Italy/302749/2010,EPI640970,,
EPI_ISL_195184,A/swine/Germany/Ottendorf-IDT11910/2010,EPI640956,,
EPI_ISL_195185,A/swine/Germany/Stadtloder-IDT11945/2010,EPI640963,,
EPI_ISL_195190,A/swine/Belgium/Izegem-538/2010,EPI640998,,
EPI_ISL_195191,A/swine/Belgium/Valdegem-581/2010,EPI641005,,
EPI_ISL_195188,A/swine/Italy/55925/2011,EPI640977,,
EPI_ISL_19266386,A/turkey/Ohio/A02685219/2024,EPI3438820,"United_States_Department_of_Agriculture,_Swine_Surveillance",
EPI_ISL_195189,A/swine/Belgium/Bree-205/2011,EPI640991,,
EPI_ISL_14875290,A/swine/Nebraska/A02750644/2022,EPI2162168,,
EPI_ISL_195194,A/swine/Netherlands/Geesteren-346/2011,EPI641019,,
EPI_ISL_80505,A/canine/Guangdong/1/2006,EPI284206,,
EPI_ISL_195195,A/swine/Netherlands/Vragender-503/2011,EPI641026,,
EPI_ISL_195192,A/swine/Netherlands/Roosendaal-571/2011,EPI640984,,
EPI_ISL_80507,A/canine/Guangdong/2/2007,EPI284222,,
EPI_ISL_195193,A/swine/Belgium/Moorslede-515/2011,EPI641012,,
EPI_ISL_80506,A/canine/Guangdong/2/2006,EPI284214,,
EPI_ISL_195198,A/swine/Spain/28778/2012,EPI641033,,
EPI_ISL_6781466,A/swine/Pennsylvania/A02636053/2021,EPI1930887,,
EPI_ISL_195199,A/swine/Spain/27127/2011,EPI641060,,
EPI_ISL_80508,A/canine/Guangdong/1/2007,EPI284230,,
EPI_ISL_195196,A/swine/Spain/16677/2011,EPI641040,,
EPI_ISL_195197,A/swine/Spain/18512/2011,EPI641047,,
EPI_ISL_195202,A/swine/Germany/Atteln-IDT14453/2011,EPI641081,,
EPI_ISL_195200,A/swine/Spain/23885/2011,EPI641054,,
EPI_ISL_6781668,A/swine/Minnesota/A02636078/2021,EPI1931166,,
EPI_ISL_195201,A/swine/Spain/29403/2012,EPI641067,,
EPI_ISL_6781667,A/swine/Pennsylvania/A02636081/2021,EPI1931164,,
EPI_ISL_195206,A/swine/Belgium/Gent-1/1984,EPI641102,,
EPI_ISL_162438,A/canine/Liaoning/H6/2012,EPI531356,,
EPI_ISL_195207,A/swine/Italy/245982/2011,EPI641142,,
EPI_ISL_195204,A/swine/England/502321/1994,EPI641110,,
EPI_ISL_162436,A/canine/Liaoning/27/2012,EPI531348,,
EPI_ISL_293507,A/duck/Hokkaido/91/2014,EPI1151628,,
EPI_ISL_195205,A/swine/Hungary/M3/2010,EPI641095,,
EPI_ISL_195210,A/swine/Belgium/113/2013,EPI641122,,
EPI_ISL_195211,A/swine/Belgium/Glabbeek-284/2012,EPI641129,,
EPI_ISL_195208,A/swine/Italy/NIMR-1523/1998,EPI641105,,
EPI_ISL_162440,A/canine/Heilongjiang/L1/2013,EPI531364,,
EPI_ISL_195209,A/swine/England/201635/1992,EPI641115,,
EPI_ISL_195214,A/swine/Germany/Visbek-IDT13347/2011,EPI641149,,
EPI_ISL_195215,A/swine/Germany/Coesfeld-Harle-IDT14741-1/2012,EPI641155,,
EPI_ISL_195212,A/swine/Italy/315079-2/2011,EPI641135,,
EPI_ISL_96911,A/swine/Minnesota/01146/2006,EPI337349,,
EPI_ISL_195213,A/swine/France/59-120031/2012,EPI641074,,
EPI_ISL_4061869,A/canine/Illinois/21-015197-001/2021,EPI1896539,,
EPI_ISL_195218,A/swine/Hungary/4025/2013,EPI641183,,
EPI_ISL_195219,A/swine/Spain/33936/2012,EPI641190,,
EPI_ISL_195216,A/swine/Netherlands/Asten-365/2012,EPI641169,,
EPI_ISL_195217,A/swine/Belgium/Belsele-66/2013,EPI641176,,
EPI_ISL_293520,A/duck/Hokkaido/W4/2010,EPI1151726,,
EPI_ISL_195222,A/swine/Netherlands/Ysselsteyn-CVI8864A/2012,EPI641212,,
EPI_ISL_195220,A/swine/Spain/35944/2012,EPI641198,,
EPI_ISL_96919,A/swine/Minnesota/01862/2007,EPI337409,,
EPI_ISL_195221,A/swine/Spain/31768/2012,EPI641205,,
EPI_ISL_96918,A/swine/Minnesota/02782/2009,EPI337401,,
EPI_ISL_96923,A/swine/Minnesota/00611/2005,EPI337441,,
EPI_ISL_96932,A/swine/Minnesota/001444/2007,EPI337513,,
EPI_ISL_195237,A/swine/Netherlands/Weert-167B/2012,EPI641162,,
EPI_ISL_96934,A/swine/Minnesota/001332/2006,EPI337529,,
EPI_ISL_162474,A/swine/Minnesota/A01481073/2014,EPI531485,,
EPI_ISL_96936,A/swine/Minnesota/00484/2005,EPI337545,,
EPI_ISL_162472,A/swine/Kansas/A01377243/2014,EPI531479,,
EPI_ISL_14875212,A/swine/Ohio/A02750648/2022,EPI2162160,,
EPI_ISL_146093,A/swine/Maryland/A01319694/2013,EPI468626,,
EPI_ISL_15040,A/swine/Wisconsin/H02AS8/2002,EPI131610,,
EPI_ISL_14875171,A/swine/Indiana/A02750649/2022,EPI2162156,,
EPI_ISL_15041,A/swine/Wisconsin/H03HO7/2003,EPI131612,,
EPI_ISL_260810,A/swine/Missouri/A01932257/2017,EPI985408,,
EPI_ISL_260808,A/swine/Iowa/A01932253/2017,EPI985404,,
EPI_ISL_260812,A/swine/Iowa/A01932252/2017,EPI985412,,
EPI_ISL_19332086,A/swine/Indiana/24TOSU0617/2024,EPI3503944,St._Jude_Center_of_Excellence_for_Influenza_Research_and_Response_-_CEIRR_Influenza_Data_Processing_and_Communication_Center,
EPI_ISL_19332087,A/swine/Indiana/24TOSU0622/2024,EPI3503952,St._Jude_Center_of_Excellence_for_Influenza_Research_and_Response_-_CEIRR_Influenza_Data_Processing_and_Communication_Center,
EPI_ISL_19332084,A/swine/Indiana/24TOSU0612/2024,EPI3503928,St._Jude_Center_of_Excellence_for_Influenza_Research_and_Response_-_CEIRR_Influenza_Data_Processing_and_Communication_Center,
EPI_ISL_19332085,A/swine/Indiana/24TOSU0616/2024,EPI3503936,St._Jude_Center_of_Excellence_for_Influenza_Research_and_Response_-_CEIRR_Influenza_Data_Processing_and_Communication_Center,
EPI_ISL_19332083,A/swine/Indiana/24TOSU0610/2024,EPI3503920,St._Jude_Center_of_Excellence_for_Influenza_Research_and_Response_-_CEIRR_Influenza_Data_Processing_and_Communication_Center,
EPI_ISL_19332080,A/swine/Indiana/24TOSU0603/2024,EPI3503897,St._Jude_Center_of_Excellence_for_Influenza_Research_and_Response_-_CEIRR_Influenza_Data_Processing_and_Communication_Center,
EPI_ISL_260821,A/swine/Iowa/A01932578/2017,EPI985448,,
EPI_ISL_19332081,A/swine/Indiana/24TOSU0606/2024,EPI3503905,St._Jude_Center_of_Excellence_for_Influenza_Research_and_Response_-_CEIRR_Influenza_Data_Processing_and_Communication_Center,
EPI_ISL_260820,A/swine/Iowa/A01932575/2017,EPI985446,,
EPI_ISL_4061925,A/canine/Texas/21-011409-001/2021,EPI1896555,,
EPI_ISL_19332092,A/swine/Indiana/24TOSU0645/2024,EPI3503988,St._Jude_Center_of_Excellence_for_Influenza_Research_and_Response_-_CEIRR_Influenza_Data_Processing_and_Communication_Center,
EPI_ISL_19332093,A/swine/Indiana/24TOSU0684/2024,EPI3503996,St._Jude_Center_of_Excellence_for_Influenza_Research_and_Response_-_CEIRR_Influenza_Data_Processing_and_Communication_Center,
EPI_ISL_19332090,A/swine/Indiana/24TOSU0635/2024,EPI3503975,St._Jude_Center_of_Excellence_for_Influenza_Research_and_Response_-_CEIRR_Influenza_Data_Processing_and_Communication_Center,
EPI_ISL_19332088,A/swine/Indiana/24TOSU0629/2024,EPI3503960,St._Jude_Center_of_Excellence_for_Influenza_Research_and_Response_-_CEIRR_Influenza_Data_Processing_and_Communication_Center,
EPI_ISL_14875149,A/swine/Iowa/A02750654/2022,EPI2162154,,
EPI_ISL_195315,A/swine/Minnesota/A01822846/2015,EPI641411,,
EPI_ISL_17185780,A/swine/Iowa/A02751532/2023,EPI2456349,,
EPI_ISL_195313,A/swine/Missouri/A01822838/2015,EPI641405,,
EPI_ISL_17185776,A/swine/Iowa/A02751516/2023,EPI2456341,,
EPI_ISL_4061898,A/canine/Illinois/21-015197-005/2021,EPI1896547,,
EPI_ISL_162554,A/swine/Illinois/A01509203/2014,EPI531620,,
EPI_ISL_162552,A/swine/Illinois/A01509186/2014,EPI531614,,
EPI_ISL_31484,A/mallard/Hungary/19616/2007,EPI184024,,
EPI_ISL_162556,A/swine/Illinois/A01509209/2014,EPI531626,,
EPI_ISL_162562,A/swine/Nebraska/A01493915/2014,EPI531644,,
EPI_ISL_15106,A/red-necked_stint/Western_Australia/4915/1984,EPI131901,,
EPI_ISL_162561,A/goose/Guangxi/020G/2009,EPI531636,,
EPI_ISL_195334,A/swine/Nebraska/A01822499/2015,EPI641461,,
EPI_ISL_15109,A/blue-winged_teal/Ohio/1864/2006,EPI131977,,
EPI_ISL_195332,A/swine/Nebraska/A01822664/2015,EPI641455,,
EPI_ISL_162564,A/swine/Missouri/A01493964/2014,EPI531650,,
EPI_ISL_310028,A/swine/Chachoengsao/NIAH107140-026/2018,EPI1231037,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_195338,A/swine/Illinois/A01820901/2015,EPI641473,,
EPI_ISL_129801,A/swine/Illinois/A01203812/2012,EPI398152,,
EPI_ISL_310029,A/swine/Chachoengsao/NIAH107140-045/2018,EPI1231045,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_310030,A/swine/Chachoengsao/NIAH107140-059/2018,EPI1231053,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_310031,A/swine/Chachoengsao/NIAH107140-043/2018,EPI1231061,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_195337,A/swine/Illinois/A01820840/2015,EPI641470,,
EPI_ISL_129805,A/swine/North_Carolina/A01203801/2012,EPI398124,,
EPI_ISL_310026,A/swine/Chachoengsao/NIAH107140-048/2018,EPI1231021,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_310027,A/swine/Chachoengsao/NIAH107140-007/2018,EPI1231029,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_129808,A/swine/Iowa/A01203771/2012,EPI398133,,
EPI_ISL_310038,A/swine/Chachoengsao/NIAH107140-057/2018,EPI1231113,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_310039,A/swine/Chachoengsao/NIAH107140-034/2018,EPI1231121,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_310033,A/swine/Chachoengsao/NIAH107140-056/2018,EPI1231076,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_310034,A/swine/Chachoengsao/NIAH107140-031/2018,EPI1231084,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_310035,A/swine/Chachoengsao/NIAH107140-044/2018,EPI1231092,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_310045,A/swine/Chachoengsao/NIAH107140-051/2018,EPI1231169,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_310046,A/swine/Chachoengsao/NIAH107140-064/2018,EPI1231177,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_310047,A/swine/Chachoengsao/NIAH107140-010/2018,EPI1231185,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_310040,A/swine/Chachoengsao/NIAH107140-028/2018,EPI1231129,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_310041,A/swine/Chachoengsao/NIAH107140-054/2018,EPI1231137,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_310042,A/swine/Chachoengsao/NIAH107140-032/2018,EPI1231145,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_310043,A/swine/Chachoengsao/NIAH107140-016/2018,EPI1231153,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_310052,A/swine/Chachoengsao/NIAH107140-014/2018,EPI1231225,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_310053,A/swine/Chachoengsao/NIAH107140-052/2018,EPI1231233,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_310054,A/swine/Chachoengsao/NIAH107140-065/2018,EPI1231241,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
